车辆名称,车辆评级,成交价格,成交时间,上牌时间,行驶里程,车辆所在地,使用性质,颜色
雪佛兰/迈锐宝/2018款 1.5T 自动 530T豪华版,60BB,2.86万元,2026年01月,2017年12月,119803公里,成都,非营运,白色
宝马/3系/2005款 2.0 自动 320i领先型,60BB,0.63万元,2026年01月,2006年12月,160340公里,北京,非营运,灰色
奥迪/A6L/2019款 2.0T 自动 45TFSI臻选动感型,60BB,17.45万元,2026年01月,2020年07月,152236公里,成都,非营运,黑色
小鹏汽车/P7/2022款 670N+,70DA,7.08万元,2026年01月,2021年11月,57002公里,深圳,非营运,白色
腾势/腾势D9/2022款 1.5T 自动 DM-i 970 四驱旗舰型,75BB,18.70万元,2026年01月,2023年03月,100422公里,青岛,非营运,白色
"中升车源
日产/轩逸/2016款 1.6 自动 XV智享版",60BB,3.30万元,2026年01月,2017年08月,73121公里,北京,非营运,白色
大众/迈腾/2015款 2.0T 自动 尊贵型,45BD,2.84万元,2026年01月,2015年05月,182465公里,新乡,非营运,黑色
斯柯达/明锐/2015款 1.6 手动 逸致版,65AC,1.44万元,2026年01月,2015年06月,120607公里,苏州,非营运,灰色
大众/宝来三厢/2017款 1.6 自动 时尚型,60DC,2.60万元,2026年01月,2017年10月,50863公里,宁波,非营运,白色
日产/轩逸/2019款 1.6 自动 XV智联尊享版 国VI,50CC,2.86万元,2026年01月,2019年07月,229668公里,上海,非营运,白色
大众/朗逸/2013款 1.6 自动 经典舒适版 改款,35DC,1.30万元,2026年01月,2014年05月,186997公里,广州,非营运,黑色
比亚迪/唐新能源/2017款 2.0T 自动 豪华型四驱 混动,55BB,2.10万元,2026年01月,2017年10月,92857公里,惠州,非营运,棕色
比亚迪/宋新能源/2017款 EV300尊贵型 纯电动,55BB,2.10万元,2026年01月,2017年08月,64796公里,北京,非营运,其他
丰田/卡罗拉双擎E+/2019款 1.8 自动 领先版 混动,60CC,4.63万元,2026年01月,2020年12月,104132公里,上海,非营运,白色
起亚/K3/2013款 1.6 手动 GL,65BB,1.08万元,2026年01月,2014年04月,112877公里,嘉兴,非营运,白色
"中升车源
丰田/普拉多（进口）/2010款 2.7 自动 平行进口版",60DB,11.87万元,2026年01月,2013年12月,173402公里,大连,非营运,白色
大众/迈腾/2017款 1.8T 自动 330TSI豪华型,65BC,5.88万元,2026年01月,2017年01月,105348公里,北京,非营运,灰色
日产/天籁/2013款 2.5 自动 XL-NAVI Tech智享版,75BB,3.77万元,2026年01月,2013年07月,94340公里,杭州,非营运,白色
丰田/RAV4荣放/2018款 2.0L 自动 CVT两驱风尚X版,75BB,7.06万元,2026年01月,2018年05月,91797公里,呼和浩特,非营运,白色
奥迪/A6L/2025款 改款 2.0T 自动 45 TFSI 臻选动感型,80CB,24.90万元,2026年01月,2025年05月,7293公里,天津,非营运,黑色
宝马/X1/2018款 1.5T 自动 18Li尊享型前驱,60BB,5.08万元,2026年01月,2018年06月,158891公里,北京,非营运,白色
奔腾/T33/2019款 1.6 自动 豪华型 国V,85AA,3.09万元,2026年01月,2020年04月,19449公里,吉林,非营运,白色
三菱/欧蓝德（进口）/2014款 2.4 自动 豪华超值版5座四驱 (进口),85BB,2.24万元,2026年01月,2015年01月,139178公里,呼和浩特,非营运,红色
别克/GL8/2014款 2.4 自动 行政版,40CD,1.51万元,2026年01月,2014年06月,122344公里,马鞍山,非营运,灰色
丰田/皇冠/2007款 2.5 自动 Royal 特别版,55BC,2.70万元,2026年01月,2009年01月,241424公里,郑州,非营运,黑色
"中升车源
本田/CR-V/2010款 2.4 自动 VTi尊贵型四驱",65DC,1.36万元,2026年01月,2011年01月,287816公里,台州,非营运,灰色
别克/GL8/2017款 2.0T 自动 ES 28T豪华型,75BB,13.80万元,2026年01月,2018年04月,94084公里,北京,非营运,灰色
沃尔沃/V40/2015款 1.6T 自动 智雅版 (进口),65BB,2.86万元,2026年01月,2015年05月,93259公里,北京,非营运,蓝色
名爵/锐腾/2017款 1.5T 自动 20T尊享版前驱,75BB,1.10万元,2026年01月,2017年08月,137298公里,惠州,非营运,棕色
比亚迪/宋新能源/2019款 EV500智联领享型 纯电动,70BB,4.12万元,2026年01月,2019年07月,31258公里,北京,非营运,灰色
MINI/MINI/2012款 1.6T 自动 COOPER S Fun (进口),60CC,3.50万元,2026年01月,2013年04月,112386公里,上海,非营运,其他
北京汽车制造厂/陆霸/2012款 2.7 手动 四驱,30DC,1.37万元,2026年01月,2012年12月,73134公里,北京,非营运,绿色
大众/速腾/2017款 1.4T 自动 230TSI豪华型,75BB,4.40万元,2026年01月,2016年10月,72022公里,武汉,非营运,白色
吉利汽车/帝豪L Hi.P/2022款 1.5TD-DHT Pro 自动 100KM Super 迅,60DC,3.07万元,2026年01月,2023年02月,78109公里,海口,非营运,蓝色
"中升车源
福特/蒙迪欧/2017款 1.5T 自动 EcoBoost180时尚型",55BC,3.63万元,2026年01月,2017年02月,105495公里,淮安,非营运,白色
荣威/RX5新能源/2017款 eRX5 1.5T 自动 50T 混动 互联尊荣旗舰版,60BC,2.56万元,2026年01月,2018年05月,133274公里,上海,非营运,黑色
"中升车源
日产/奇骏/2012款 2.5L 自动 CVT豪华版 4WD",45BC,3.01万元,2026年01月,2012年02月,73773公里,上海,非营运,黑色
荣威/E550/2016款 1.5 自动 旗舰版 混合动力,45BD,0.95万元,2026年01月,2015年08月,114010公里,上海,非营运,白色
比亚迪/宋MAX新能源/2022款 DM-i 105KM 旗舰型,65BB,5.71万元,2026年01月,2022年05月,61737公里,新乡,非营运,蓝色
起亚/智跑/2015款 2.0 自动 GL前驱,80AB,2.50万元,2026年01月,2014年11月,90951公里,曲靖,非营运,白色
"中升车源
别克/GL8/2007款 2.5 自动 GT精英型7座",95AA,0.57万元,2026年01月,2010年10月,195846公里,营口,非营运,灰色
福特/嘉年华三厢/2011款 1.5 手动 时尚型,45BC,0.39万元,2026年01月,2012年09月,150703公里,上海,非营运,灰色
"中升车源
标致/408/2014款 1.6T 自动 至尊版",60CC,1.60万元,2026年01月,2015年02月,74059公里,上海,非营运,白色
丰田/威驰/2014款 1.5 自动 智臻版,50AC,1.50万元,2026年01月,2015年05月,179082公里,惠州,非营运,红色
福特/嘉年华两厢/2013款 1.5 手动 时尚型,55BC,0.66万元,2026年01月,2014年04月,66996公里,上海,非营运,红色
大众/朗逸/2013款 1.4T 自动 舒适版,60BD,1.75万元,2026年01月,2013年03月,78509公里,上海,非营运,白色
丰田/普瑞维亚/2006款 2.4 自动 标准型7座 (进口),60DC,3.47万元,2026年01月,2007年05月,203006公里,东莞,非营运,灰色
"中升车源
宝马/X1（进口）/2012款 2.0 自动 18i豪华型后驱 (进口)",65BD,2.25万元,2026年01月,2013年09月,115849公里,上海,非营运,棕色
"中升车源
斯柯达/昊锐/2009款 1.8T 自动 尊雅版",30CC,1.00万元,2026年01月,2012年08月,107684公里,上海,非营运,红色
大众/速腾/2015款 1.4T 自动 230TSI舒适型,60DC,2.69万元,2026年01月,2016年01月,188839公里,北京,非营运,白色
"中升车源
大众/一汽-大众CC/2013款 2.0T 自动 豪华型",60BC,3.22万元,2026年01月,2014年04月,121148公里,上海,非营运,黄色
大众/POLO两厢/2013款 1.6 自动 舒适版,45BC,1.56万元,2026年01月,2013年01月,65841公里,上海,非营运,灰色
"中升车源
福特/锐界/2016款 2.7T 自动 EcoBoost330 V6旗舰型7座四驱",45BC,5.10万元,2026年01月,2016年05月,151991公里,北京,非营运,灰色
"中升车源
奥迪/Q5/2013款 2.0T 自动 40TFSI技术型",55BC,3.76万元,2026年01月,2013年11月,160424公里,上海,非营运,棕色
比速汽车/比速T5/2017款 1.5T 手动 豪华型,60AD,0.84万元,2026年01月,2017年10月,106951公里,上海,非营运,黑色
凯迪拉克/CT6/2019款 2.0T 自动 28T领先运动型,70BB,12.76万元,2026年01月,2019年01月,70313公里,北京,非营运,黑色
荣威/RX5新能源/2017款 eRX5 1.5T 自动 50T 混动 互联尊荣旗舰版,55AC,2.91万元,2026年01月,2017年10月,86422公里,上海,非营运,黑色
比亚迪/唐新能源/2018款 2.0T 自动 DM智联创享型四驱 混动,80BC,5.08万元,2026年01月,2018年10月,80180公里,上海,非营运,白色
别克/昂科威Plus/2017款 2.0T 自动 28T精英型四驱,55BD,4.12万元,2026年01月,2017年06月,161444公里,上海,非营运,黑色
日产/轩逸/2020款 1.6 自动 XL悦享版 改款,60CC,4.90万元,2026年01月,2021年02月,33207公里,福州,非营运,黑色
比亚迪/元新能源/2019款 EV535高能领航版 纯电动,55DC,2.12万元,2026年01月,2020年07月,163745公里,福州,非营运,红色
福特/福克斯三厢/2020款 1.5T 自动 EcoBoost180 ST Line,80BB,4.55万元,2026年01月,2020年07月,38673公里,杭州,非营运,白色
丰田/塞纳（进口）/2015款 3.5 自动 LE前驱 平行进口版,65AB,8.55万元,2026年01月,2016年02月,154875公里,深圳,非营运,白色
铃木/奥拓/2013款 1.0 手动 实用型,70BC,0.50万元,2026年01月,2013年08月,80160公里,西安,非营运,白色
宝马/X3/2019款 2.0T 自动 25i M运动套装,55BB,12.81万元,2026年01月,2019年08月,98451公里,西安,非营运,白色
"中升车源
路虎/发现神行/2016款 2.0T 自动 S",55BB,6.30万元,2026年01月,2016年04月,57616公里,上海,非营运,黑色
林肯/MKC/2017款 2.0T 自动 尊雅版前驱 (进口),60BC,4.07万元,2026年01月,2018年02月,153338公里,北京,非营运,黑色
"中升车源
大众/途观/2012款 1.8T 自动 风尚版四驱",65BD,1.72万元,2026年01月,2012年08月,127174公里,上海,非营运,灰色
丰田/皇冠/2018款 2.0T 自动 运动版,40DC,8.08万元,2026年01月,2019年03月,171761公里,大连,非营运,黑色
五菱汽车/宏光/2019款 1.5 手动 S标准型LAR 国VI,50CB,2.20万元,2026年01月,2019年09月,27815公里,蚌埠,非营运,白色
"中升车源
丰田/RAV4（进口）/2006款 2.4 自动 豪华版 (进口)",65DC,1.77万元,2026年01月,2008年01月,131549公里,东莞,非营运,灰色
宝马/X1/2019款 2.0T 自动 20Li领先型前驱,75BA,7.91万元,2026年01月,2019年07月,75501公里,北京,非营运,蓝色
别克/君威/2015款 1.6T 自动 领先技术型,70BB,2.40万元,2026年01月,2016年07月,99323公里,北京,非营运,灰色
大众/高尔夫/2012款 1.4T 自动 舒适型,75DD,1.75万元,2026年01月,2012年12月,113656公里,石家庄,非营运,白色
斯柯达/明锐/2015款 1.6 自动 逸杰版,60CC,2.34万元,2026年01月,2015年02月,127611公里,北京,非营运,白色
路虎/揽胜运动版/2012款 3.0T 自动 TD HSE 柴油 (进口),75DC,6.53万元,2026年01月,2012年09月,260737公里,温州,非营运,白色
日产/天籁/2021款 2.0 自动 XL 舒适版,75AB,7.04万元,2026年01月,2021年09月,141062公里,惠州,非营运,白色
五菱汽车/荣光/2011款 1.2 手动 标准型,60BC,0.32万元,2026年01月,2012年08月,73070公里,温州,非营运,灰色
丰田/雷凌/2022款 1.5 自动 TNGA 进取版,80BB,3.62万元,2026年01月,2022年08月,90926公里,长沙,租赁公司非营运,白色
"中升车源
宝马/3系/2012款 2.0 自动 320i时尚型",95AA,1.50万元,2026年01月,2012年03月,71406公里,大连,非营运,红色
丰田/逸致/2014款 1.8 自动 G星耀舒适版,70BA,5.54万元,2026年01月,2016年11月,72374公里,北京,非营运,白色
三菱/欧蓝德/2018款 2.4 自动 精英版四驱,75BB,4.98万元,2026年01月,2017年09月,93449公里,石家庄,非营运,白色
别克/君威/2014款 1.6T 自动 时尚技术型,65BB,1.65万元,2026年01月,2014年09月,94482公里,嘉兴,非营运,白色
五菱汽车/宏光/2014款 1.5 手动 S豪华型,45CC,0.67万元,2026年01月,2014年10月,120340公里,深圳,非营运,棕色
大众/POLO两厢/2018款 1.5 手动 安驾型,90AC,2.44万元,2026年01月,2019年03月,55109公里,深圳,非营运,白色
比亚迪/秦L/2025款 1.5L 自动 DM-i 智驾版 120KM超越型,95AA,7.80万元,2026年01月,2025年02月,3179公里,海口,非营运,灰色
"中升车源
五菱汽车/宏光/2015款 1.2 手动 S基本型",55DC,0.60万元,2026年01月,2015年06月,72298公里,赣州,非营运,灰色
广汽传祺/传祺GS4/2016款 1.5T 手动 235T豪华版,80BB,1.77万元,2026年01月,2016年10月,52793公里,温州,非营运,白色
大众/POLO两厢/2018款 1.5 自动 安驾型,80AA,3.32万元,2026年01月,2018年10月,24421公里,深圳,非营运,红色
现代/瑞纳三厢/2014款 1.4 手动 GLS智能型,40DC,0.42万元,2026年01月,2015年02月,62150公里,保定,非营运,黑色
大众/T-ROC探歌/2018款 1.4T 自动 280TSI豪华型前驱,65BC,5.05万元,2026年01月,2018年12月,81129公里,南昌,非营运,白色
别克/GL8/2017款 2.0T 自动 ES 28T豪华型,70DB,6.65万元,2026年01月,2017年12月,494383公里,嘉兴,非营运,黄色
斯柯达/明锐/2017款 1.6 手动 智行版,65BB,2.06万元,2026年01月,2016年03月,89824公里,蚌埠,非营运,灰色
福特/金牛座/2018款 2.0T 自动 EcoBoost245卓越型,50BB,6.22万元,2026年01月,2018年05月,131761公里,芜湖,非营运,黑色
起亚/福瑞迪/2014款 1.6 手动 GLS,40CB,0.50万元,2026年01月,2014年02月,249125公里,黄山,非营运,红色
奥迪/A4L/2010款 2.0T 自动 TFSI舒适型,60BB,1.70万元,2026年01月,2010年06月,28247公里,成都,非营运,白色
"中升车源
福特/撼路者/2017款 2.0T 自动 菁英版5座四驱",50BC,4.89万元,2026年01月,2018年06月,133103公里,东莞,非营运,红色
领克/领克03/2022款 2.0T 自动 劲Pro,85AA,7.00万元,2026年01月,2022年08月,79111公里,乌鲁木齐,非营运,黑色
斯柯达/明锐/2018款 1.4T 自动 TSI280旅行版豪华版,80BC,3.57万元,2026年01月,2017年09月,132819公里,杭州,非营运,白色
别克/微蓝6/2020款 1.5 自动 互联时尚型 混动,60BB,2.96万元,2026年01月,2021年12月,83530公里,深圳,租赁公司非营运,白色
本田/歌诗图/2011款 3.5 自动 旗舰版,50BB,2.27万元,2026年01月,2014年04月,123614公里,深圳,非营运,黑色
大众/帕萨特/2015款 1.4T 自动 尊荣版,60CC,2.81万元,2026年01月,2016年02月,121086公里,惠州,非营运,黑色
捷豹/F-PACE/2016款 2.0T 自动 都市尊享版 (进口),70AC,6.22万元,2026年01月,2017年03月,189773公里,深圳,非营运,蓝色
广汽传祺/传祺GS4/2024款 MAX 1.5T 自动 旗舰版,90CA,7.56万元,2026年01月,2024年12月,2408公里,深圳,非营运,灰色
"中升车源
大众/速腾/2017款 1.4T 自动 230TSI舒适型",95AA,3.65万元,2026年01月,2017年09月,89807公里,大连,非营运,黄色
捷豹/XFL/2017款 2.0T 自动 200PS豪华版,75BC,5.87万元,2026年01月,2017年07月,121385公里,深圳,非营运,红色
日产/轩逸/2021款 1.6 自动 XL悦享版,70AB,5.38万元,2026年01月,2021年06月,65222公里,东莞,非营运,灰色
起亚/索兰托/2013款 2.2T 自动 舒适版7座 柴油 (进口),60BC,2.22万元,2026年01月,2013年02月,212264公里,武汉,非营运,红色
大众/桑塔纳/2013款 1.6 自动 舒适版,95AA,0.96万元,2026年01月,2014年01月,205234公里,南京,非营运,白色
日产/蓝鸟/2004款 2.0 自动 智尊豪华型,95AA,0.46万元,2026年01月,2005年10月,97960公里,昆明,非营运,灰色
荣威/科莱威CLEVER/2021款 302km全能版,70AC,1.25万元,2026年01月,2021年04月,63185公里,苏州,非营运,白色
奥迪/A4L/2015款 2.0T 自动 35TFSI标准型,55BC,4.48万元,2026年01月,2014年12月,95769公里,上海,非营运,白色
"中升车源
别克/英朗两厢/2013款 1.6 自动 XT时尚型",55BC,0.68万元,2026年01月,2012年12月,59493公里,上海,非营运,红色
别克/GL8/2011款 2.4 自动 LT豪华商务行政型,70BC,2.69万元,2026年01月,2013年01月,80137公里,杭州,非营运,黄色
福特/翼搏/2013款 1.5 自动 尊贵型,45CC,1.00万元,2026年01月,2016年01月,186694公里,上海,非营运,白色
丰田/卡罗拉/2017款 1.8 自动 精英版双擎 混动 改款,45DC,3.30万元,2026年01月,2018年01月,135327公里,上海,非营运,灰色
"中升车源
大众/途观L/2017款 1.8T 自动 330TSI豪华版前驱",60BB,5.32万元,2026年01月,2017年12月,120909公里,上海,非营运,棕色
"中升车源
别克/凯越/2013款 1.5 自动 经典型",95AA,0.65万元,2026年01月,2013年10月,119996公里,大连,非营运,黄色
日产/途达/2020款 2.5 自动 豪华版四驱,80BB,7.56万元,2026年01月,2020年06月,100292公里,潍坊,非营运,白色
"中升车源
雪佛兰/科鲁兹三厢/2015款 1.5 自动 经典版SE",40DC,1.06万元,2026年01月,2017年01月,74188公里,南京,非营运,白色
丰田/凯美瑞/2021款 2.0G 豪华版,90AA,10.10万元,2026年01月,2022年01月,37863公里,深圳,非营运,灰色
五菱汽车/MINIEV/2024款 第三代 215km 青春版,95AA,2.41万元,2026年01月,2025年03月,631公里,深圳,非营运,白色
哈弗/哈弗H5经典/2018款 2.0T 手动 经典版进取型四驱,70AB,5.20万元,2026年01月,2019年04月,11583公里,北京,非营运,黑色
奔驰/GLA级/2019款 1.6T 自动 GLA200时尚型前驱,80AC,6.65万元,2026年01月,2019年10月,111370公里,上海,非营运,白色
雪佛兰/迈锐宝/2014款 1.6T 自动 舒适版,50AC,0.80万元,2026年01月,2014年04月,121684公里,惠州,非营运,白色
奥迪/A4L/2013款 2.0T 自动 35TFSI技术型,35DD,3.08万元,2026年01月,2014年02月,315086公里,北京,非营运,灰色
大众/朗逸/2021款 1.4T 自动 280TSI舒适版,70AB,4.66万元,2026年01月,2021年05月,161928公里,昆明,非营运,白色
宝马/7系/2011款 3.0T 自动 740Li 基本型 (进口),50DC,3.27万元,2026年01月,2012年03月,303484公里,北京,非营运,黑色
本田/英仕派/2019款 1.5T 自动 260TURBO精致版 国VI,55DB,6.59万元,2026年01月,2019年10月,108035公里,苏州,非营运,蓝色
现代/伊兰特三厢/2023款 1.5L 自动 CVT LUX尊贵版,90AA,6.86万元,2026年01月,2024年08月,18479公里,石家庄,非营运,白色
日产/LANNIA 蓝鸟/2020款 1.6 自动 智联智酷版,80DB,2.88万元,2026年01月,2020年05月,106811公里,太原,非营运,白色
东风风行/菱智/2018款 1.5 手动 M3基本版5座,45CC,1.54万元,2026年01月,2019年08月,69676公里,北京,非营运,灰色
起亚/KX3/2017款 1.6T 自动 傲雅版,60BC,2.90万元,2026年01月,2016年12月,98708公里,北京,非营运,白色
荣威/RX5新能源/2017款 ERX5 EV400 电动互联网至尊版,65DB,3.11万元,2026年01月,2018年03月,13523公里,北京,非营运,白色
"中升车源
英菲尼迪/Q70L/2017款 2.5 自动 悦享版 (进口)",95AA,4.80万元,2026年01月,2017年06月,186703公里,大连,非营运,黑色
起亚/K3/2015款 1.6 自动 GL,50BB,1.51万元,2026年01月,2016年01月,251013公里,郑州,非营运,白色
宝马/iX3/2021款 创领型,65BB,10.10万元,2026年01月,2020年12月,85612公里,沈阳,非营运,白色
五菱汽车/宏光/2015款 1.5 手动 S基本型 国V,55BC,1.49万元,2026年01月,2018年04月,57775公里,南京,非营运,棕色
宝马/X6/2013款 3.0T 自动 35i (进口),60CC,5.71万元,2026年01月,2014年05月,176744公里,北京,非营运,蓝色
"中升车源
大众/迈腾/2017款 1.8T 自动 330TSI豪华型",60DC,4.60万元,2026年01月,2017年01月,202381公里,天津,非营运,黄色
雪佛兰/科鲁兹三厢/2013款 1.6 手动 SE,60CC,0.30万元,2026年01月,2014年06月,102476公里,嘉兴,非营运,白色
"中升车源
大众/朗行/2013款 1.6 自动 风尚版",60BC,2.39万元,2026年01月,2015年08月,52392公里,上海,非营运,棕色
丰田/普拉多（进口）/2010款 2.7 自动 平行进口版,40BC,10.58万元,2026年01月,2012年09月,206749公里,太原,非营运,绿色
日产/逍客/2017款 2.0L 自动 CVT精英版 国V,60DB,3.80万元,2026年01月,2017年11月,63961公里,大连,非营运,白色
东风风行/菱智/2018款 1.6 手动 M5L豪华型7座,60CC,1.77万元,2026年01月,2018年06月,88146公里,天津,非营运,灰色
"中升车源
大众/宝来三厢/2019款 1.5 自动 舒适型",85BB,3.64万元,2026年01月,2018年09月,104296公里,惠州,非营运,白色
北汽幻速/S7/2018款 1.5T 手动 尊享型,40CC,0.71万元,2026年01月,2018年01月,88754公里,惠州,非营运,白色
"中升车源
奔驰/奔驰EQE/2022款 350 先型特别版",75CA,14.52万元,2026年01月,2022年10月,39925公里,惠州,非营运,灰色
广汽传祺/传祺GS5/2013款 2.0 自动 浅内特别版前驱,60BC,0.50万元,2026年01月,2013年11月,160328公里,南昌,非营运,黑色
"中升车源
宝马/3系/2013款 2.0T 自动 320i运动设计套装",75DB,2.80万元,2026年01月,2013年01月,144889公里,无锡,非营运,黑色
日产/骊威/2010款 1.6 手动 劲悦版全能型,95AA,0.53万元,2026年01月,2011年03月,355891公里,佛山,非营运,灰色
"中升车源
本田/雅阁/2004款 2.4L 自动",30DD,0.40万元,2026年01月,2005年07月,225531公里,东莞,非营运,黑色
奥迪/A3两厢/2015款 1.4T 自动 35TFSI纪念舒享版,65BB,3.89万元,2026年01月,2016年08月,163370公里,北京,非营运,白色
别克/威朗三厢/2023款 Pro 1.5T 自动 乐享版,75AB,5.20万元,2026年01月,2023年07月,52674公里,苏州,非营运,白色
长安/CS35/2016款 1.6 自动 豪华型 国V,60DD,0.50万元,2026年01月,2017年01月,115343公里,九江,非营运,白色
广汽传祺/传祺GS7/2017款 2.0T 自动 320T豪华智联型前驱,60BC,3.34万元,2026年01月,2018年08月,83482公里,东莞,非营运,白色
比亚迪/汉L/2025款 DM-i 200KM激光雷达尊享型,90BA,13.03万元,2026年01月,2025年05月,16886公里,深圳,非营运,绿色
别克/昂科威Plus/2019款 1.5T 自动 20T豪华型前驱 国VI,65BC,4.32万元,2026年01月,2020年06月,172960公里,深圳,租赁公司非营运,灰色
日产/轩逸/2012款 1.6 自动 XL豪华版,65AB,1.90万元,2026年01月,2013年01月,61548公里,深圳,非营运,白色
奇瑞/艾瑞泽5/2017款 1.5 手动 精英版,65BD,0.95万元,2026年01月,2018年05月,155139公里,萍乡,非营运,白色
大众/高尔夫/2018款 1.6 自动 舒适型,70BB,4.31万元,2026年01月,2018年04月,118882公里,信阳,非营运,白色
凯迪拉克/XTS/2015款 2.0T 自动 28T舒适型,70BB,4.55万元,2026年01月,2015年08月,119138公里,苏州,非营运,白色
比亚迪/秦PLUS/2021款 EV 600KM 旗舰型,55DC,4.26万元,2026年01月,2021年08月,158511公里,北京,非营运,白色
宝马/3系/2016款 2.0T 自动 320Li进取型,80CB,5.10万元,2026年01月,2016年04月,168058公里,杭州,非营运,白色
起亚/K3/2015款 1.6 手动 GL,55BC,1.49万元,2026年01月,2016年03月,104059公里,北京,非营运,白色
斯柯达/速派/2018款 1.8T 自动 330舒适版,65BA,4.50万元,2026年01月,2018年04月,129279公里,石家庄,非营运,黑色
"中升车源
丰田/凯美瑞/2018款 2.0 自动 G豪华版",75BB,7.78万元,2026年01月,2019年01月,38145公里,南京,非营运,白色
起亚/K2三厢/2012款 1.6 自动 Premium纪念版,55BB,0.96万元,2026年01月,2013年12月,116291公里,厦门,非营运,灰色
五菱汽车/MINIEV/2022款 自在款 磷酸铁锂,75AB,1.03万元,2026年01月,2022年09月,16371公里,西安,非营运,蓝色
奥迪/Q3/2015款 2.0T 自动 35TFSI技术型四驱,70BB,3.52万元,2026年01月,2015年03月,134759公里,南昌,非营运,白色
"中升车源
现代/悦动/2018款 1.6 自动 悦目版GL 国VI",75BC,2.50万元,2026年01月,2019年05月,61706公里,东莞,非营运,白色
别克/君越/2016款 2.0T 自动 28T精英型 改款,60DC,3.76万元,2026年01月,2017年01月,175369公里,北京,非营运,红色
日产/逍客/2017款 2.0L 自动 CVT精英版 国V,40CC,4.16万元,2026年01月,2017年08月,43360公里,北京,非营运,白色
雪佛兰/迈锐宝/2018款 1.5T 自动 530T豪华版,65BB,3.30万元,2026年01月,2019年04月,122345公里,北京,非营运,白色
大众/途观/2015款 1.8T 自动 舒适版前驱,60DC,3.15万元,2026年01月,2015年09月,55205公里,北京,非营运,灰色
斯柯达/晶锐/2012款 1.6 自动 晶享版,60DB,1.31万元,2026年01月,2012年03月,79832公里,北京,非营运,蓝色
本田/雅阁/2014款 2.4 自动 豪华版EX,40DC,3.35万元,2026年01月,2013年12月,168295公里,北京,非营运,灰色
宝马/X1/2016款 2.0T 自动 20Li豪华型前驱,80AB,5.02万元,2026年01月,2016年09月,73517公里,北京,非营运,白色
比亚迪/e2/2019款 标准续航版 智·舒适型 纯电动,70CB,2.18万元,2026年01月,2019年12月,82341公里,金华,非营运,其他
本田/皓影/2021款 2.0 自动 锐·豪华版前驱 混动,65BB,10.67万元,2026年01月,2022年07月,93012公里,杭州,非营运,黑色
五菱汽车/宏光/2018款 1.5 手动 经典款S标准型,95AA,1.17万元,2026年01月,2018年03月,132926公里,广州,非营运,棕色
"中升车源
雪铁龙/C3-XR/2015款 1.6 自动 先锋型",30CD,0.80万元,2026年01月,2016年10月,301996公里,无锡,非营运,白色
"中升车源
哈弗/哈弗H6/2017款 1.5T 自动 红标运动版豪华型前驱",95AA,1.28万元,2026年01月,2017年08月,100201公里,哈尔滨,非营运,白色
哈弗/大狗/2022款 1.5T 自动 DCT两驱边牧版,80BA,6.11万元,2026年01月,2023年02月,44118公里,哈尔滨,非营运,黑色
大众/凌渡/2015款 1.4T 自动 280TSI舒适版,60BC,3.38万元,2026年01月,2016年02月,73290公里,郑州,非营运,白色
五菱汽车/征程/2021款 1.5T 手动 豪华型,90BC,3.41万元,2026年01月,2021年12月,43561公里,郑州,非营运,灰色
大众/朗逸/2023款 新锐 1.5L 自动 新逸版,75BB,4.74万元,2026年01月,2024年01月,76303公里,石家庄,非营运,白色
"中升车源
东风风行/景逸X3/2014款 1.5 手动 豪华型",55BC,0.63万元,2026年01月,2014年10月,133809公里,东莞,非营运,其他
"中升车源
吉利汽车/吉利GX7/2013款 2.0 自动 进取型",45DC,0.60万元,2026年01月,2014年01月,138938公里,东莞,非营运,黄色
"中升车源
福特/福克斯两厢/2012款 1.6 自动 舒适型",70CD,1.21万元,2026年01月,2013年01月,135459公里,东莞,非营运,红色
丰田/普拉多/2016款 2.7 自动 标准型,80BB,17.07万元,2026年01月,2017年12月,174197公里,金华,非营运,白色
丰田/普拉多/2016款 2.7 自动 标准型,80BB,17.07万元,2026年01月,2017年12月,174197公里,金华,非营运,白色
"中升车源
日产/轩逸/2016款 1.6 自动 XL尊享版",35CC,3.31万元,2026年01月,2017年12月,62551公里,无锡,非营运,白色
"中升车源
本田/缤智/2015款 1.5 自动 舒适版前驱",55BC,3.31万元,2026年01月,2016年12月,162532公里,无锡,非营运,白色
丰田/卡罗拉/2011款 1.8 自动 GL-i,65BA,2.10万元,2026年01月,2012年01月,161082公里,苏州,非营运,灰色
"中升车源
大众/捷达/2015款 1.6 手动 质惠版时尚型",50BC,0.99万元,2026年01月,2016年08月,145601公里,东莞,非营运,灰色
英菲尼迪/Q50L/2016款 2.0T 自动 进取版,75BA,5.27万元,2026年01月,2017年03月,77898公里,杭州,非营运,蓝色
"中升车源
现代/胜达/2013款 2.4 自动 智能型前驱",45DD,1.19万元,2026年01月,2013年01月,364945公里,淮安,非营运,灰色
斯柯达/柯迪亚克/2017款 2.0T 自动 TSI380旗舰版7座四驱,45CB,3.58万元,2026年01月,2017年07月,188342公里,宣城,非营运,棕色
奥迪/A4L/2023款 2.0T 自动 40 TFSI 豪华动感型,80BC,14.50万元,2026年01月,2023年06月,68701公里,西安,非营运,白色
"中升车源
丰田/RAV4荣放/2023款 2.0L 自动 CVT两驱风尚plus版",75AB,12.52万元,2026年01月,2024年08月,13542公里,上海,非营运,白色
