品牌,车型,上牌时间,行驶里程,颜色,城市,车况,是否营运,成交价格,成交时间
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2017年1月1日,9.1,白色,南京,65D,非营运,2.82,8月11日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2017年1月1日,4.9,灰色,安阳,65B,非营运,2.3,8月8日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2017年1月1日,15.0,棕色,唐山,65B,非营运,2.04,12月8日
日产,2016款 轩逸 1.6XL CVT尊享版,2016年12月1日,6.9,白色,成都,65B,非营运,3.3,9月28日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2016年12月1日,8.4,黑色,北京,65B,非营运,3.26,11月18日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年12月1日,20.6,棕色,唐山,65B,非营运,1.5,12月8日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年11月1日,5.9,黑色,南阳,65B,非营运,1.7,8月23日
日产,2016款 轩逸 经典 1.6XE 手动舒适版,2016年11月1日,11.6,黑色,临沂,65B,非营运,1.7,7月12日
日产,2016款 轩逸 经典 1.6XE 手动舒适版,2016年11月1日,9.5,黄色,保定,65B,非营运,1.7,10月13日
日产,2016款 轩逸 1.6XL CVT尊享版,2016年11月1日,8.7,白色,福州,65B,非营运,2.9,10月9日
日产,2016款 轩逸 经典 1.6XE 手动领先版,2016年11月1日,12.3,白色,临沂,65B,非营运,1.81,9月19日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2016年10月1日,12.1,白色,台州,65B,非营运,2.81,9月2日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年9月1日,13.8,灰色,北京,65B,非营运,1.85,7月26日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年8月1日,11.6,灰色,北京,65B,非营运,1.71,7月15日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年7月1日,6.3,灰色,北京,65D,非营运,1.93,12月8日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年7月1日,10.5,黄色,长沙,65D,非营运,1.57,7月28日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2016年7月1日,15.5,白色,广州,65B,非营运,2.93,10月16日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2016年7月1日,9.0,灰色,天津,65B,非营运,2.39,7月17日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2016年7月1日,13.3,黑色,北京,50B,非营运,1.23,7月29日
日产,2016款 轩逸 1.6XL 手动豪华版,2016年6月1日,35.0,白色,成都,50D,非营运,1.18,9月29日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2016年6月1日,12.6,白色,驻马店,65B,非营运,2.2,9月25日
日产,2014款 轩逸 1.6XV CVT尊享版,2016年4月1日,11.7,白色,济南,65B,非营运,2.82,12月11日
日产,2016款 轩逸 1.6XL CVT豪华版 国V,2016年4月1日,11.7,黑色,北京,35D,非营运,3.09,8月23日
日产,2016款 轩逸 1.6XL CVT尊享版,2016年4月1日,21.2,黑色,西安,65B,非营运,2.75,8月16日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年4月1日,9.7,黑色,湘潭,65D,非营运,2.33,8月12日
日产,2012款 轩逸 经典 1.6XF 手动舒适版,2016年4月1日,13.5,灰色,北京,65B,非营运,1.32,10月27日
日产,2012款 轩逸 1.6XE CVT舒适版,2016年2月1日,29.8,灰色,东莞,65B,非营运,1.71,11月30日
日产,2014款 轩逸 1.6XV CVT尊享版,2016年1月1日,4.0,黑色,杭州,65C,非营运,2.81,10月22日
日产,2012款 轩逸 1.6XL 手动豪华版,2016年1月1日,6.5,白色,成都,65B,非营运,2.04,10月18日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2016年1月1日,6.8,灰色,长沙,65B,非营运,1.64,8月12日
日产,2014款 轩逸 1.6XV CVT尊享版,2016年1月1日,19.1,灰色,北京,50B,非营运,2.25,12月7日
日产,2012款 轩逸 1.6XL 手动豪华版,2016年1月1日,22.7,黑色,唐山,65D,非营运,1.58,11月13日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年12月1日,15.8,黄色,益阳,65D,非营运,1.65,8月19日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年12月1日,19.1,黑色,北京,50D,非营运,1.75,8月16日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2015年12月1日,18.1,黑色,渭南,65B,非营运,1.95,9月25日
日产,2012款 轩逸 1.6XL 手动豪华版,2015年12月1日,18.1,白色,成都,65D,非营运,1.68,7月28日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2015年12月1日,7.2,黄色,保定,65C,非营运,1.62,9月2日
日产,2012款 轩逸 1.6XL CVT豪华版,2015年11月1日,5.8,黄色,保定,65B,非营运,2.54,9月12日
日产,2012款 轩逸 1.6XL 手动豪华版,2015年9月1日,8.2,黑色,北京,50B,非营运,1.92,8月5日
日产,2012款 轩逸 1.6XL 手动豪华版,2015年8月1日,11.1,黑色,长沙,65B,非营运,1.59,10月24日
日产,2012款 轩逸 1.6XE 手动舒适版,2015年7月1日,9.5,棕色,驻马店,65B,非营运,1.67,8月18日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年7月1日,8.2,白色,济南,65C,非营运,2.65,7月18日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年7月1日,10.7,黑色,株洲,65B,非营运,2.42,11月21日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年7月1日,14.6,白色,重庆,65C,非营运,1.75,8月21日
日产,2012款 轩逸 经典 1.6XL 手动豪华版,2015年7月1日,11.3,白色,攀枝花,65C,非营运,1.93,11月15日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年6月1日,3.9,白色,常德,65B,非营运,1.06,9月8日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年5月1日,15.7,白色,北京,50B,非营运,1.86,8月1日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年5月1日,5.6,白色,郑州,65D,非营运,2.83,10月22日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年4月1日,20.7,黑色,郑州,50D,非营运,1.79,10月14日
日产,2014款 轩逸 1.6XV CVT尊享版,1905年7月6日,12.0,白色,郑州,65D,非营运,1.94,11月23日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年4月1日,8.5,黑色,台州,65B,非营运,1.74,9月17日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年4月1日,16.6,白色,北京,65B,非营运,1.94,8月1日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年3月1日,3.3,黑色,安阳,65B,非营运,2.03,7月24日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年3月1日,20.2,黄色,自贡,65B,非营运,1.18,12月19日
日产,2012款 轩逸 1.6XL 手动豪华版,2015年2月1日,15.5,灰色,长沙,65B,非营运,1.46,7月13日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年2月1日,15.1,黑色,成都,65C,非营运,1.0,10月23日
日产,2014款 轩逸 1.6XV CVT尊享版,2015年1月1日,13.0,黑色,保定,65D,非营运,3.3,9月19日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2015年1月1日,12.6,黑色,郑州,65D,非营运,1.09,10月30日
日产,2012款 轩逸 1.6XL CVT豪华版,2015年1月1日,10.5,白色,北京,65D,非营运,2.28,12月16日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2015年1月1日,20.0,黄色,北京,50D,非营运,1.26,9月30日
日产,2014款 轩逸 1.6XV CVT尊享版,2014年12月1日,17.0,黑色,武汉,65B,非营运,1.89,7月22日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2014年11月1日,23.6,黑色,北京,35D,非营运,0.76,9月27日
日产,2014款 轩逸 1.6XV CVT尊享版,2014年11月1日,10.7,白色,开封,65D,非营运,2.02,9月25日
日产,2012款 轩逸 经典 1.6XL 手动豪华版,2014年11月1日,7.3,黄色,保定,50D,非营运,0.6,9月1日
日产,2012款 轩逸 经典 1.6XL 手动豪华版,2014年11月1日,14.9,灰色,长沙,65B,非营运,1.38,8月1日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2014年10月1日,6.3,黄色,临沂,65B,非营运,1.45,8月9日
日产,2014款 轩逸 1.6XV CVT尊享版,2014年9月1日,7.9,灰色,北京,65D,非营运,2.16,7月21日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2014年9月1日,13.8,灰色,濮阳,65B,非营运,0.96,8月8日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年9月1日,6.3,白色,武汉,65C,非营运,2.6,8月6日
日产,2012款 轩逸 1.6XL 手动豪华版,2014年8月1日,16.9,黑色,邯郸,65B,非营运,1.45,7月22日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2014年8月1日,15.2,黑色,平顶山,65B,非营运,2.4,8月29日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年6月1日,16.1,黑色,长沙,50D,非营运,1.2,8月15日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年6月1日,17.2,灰色,东莞,65B,非营运,2.04,9月2日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年5月1日,19.7,灰色,北京,50D,非营运,1.78,12月12日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年5月1日,10.0,灰色,北京,50D,非营运,2.1,8月7日
日产,2012款 轩逸 1.6XE CVT舒适版,2014年5月1日,3.6,白色,北京,50D,非营运,1.5,9月3日
日产,2012款 轩逸 1.6XL 手动豪华版,2014年4月1日,19.5,棕色,南京,65B,非营运,1.41,11月20日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年3月1日,8.1,黑色,南阳,65D,非营运,1.0,7月27日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年3月1日,12.8,白色,达州,65B,非营运,2.09,10月26日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2014年3月1日,14.2,黑色,衡水,65B,非营运,1.2,12月1日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年2月1日,16.0,黑色,长沙,65C,非营运,2.26,10月24日
日产,2012款 轩逸 1.6XL 手动豪华版,2014年1月1日,10.6,黑色,郑州,65D,非营运,1.09,9月23日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年1月1日,14.0,白色,兰州,65B,非营运,2.17,12月23日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2014年1月1日,17.1,黑色,长沙,65B,非营运,1.22,12月19日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年1月1日,14.4,灰色,衡水,65B,非营运,1.58,9月10日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年1月1日,15.1,黑色,益阳,50C,非营运,1.35,8月16日
日产,2012款 轩逸 1.6XL CVT豪华版,2014年1月1日,15.1,黑色,益阳,50C,非营运,1.54,7月27日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年12月1日,9.4,灰色,北京,50B,非营运,1.86,11月28日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年12月1日,13.3,白色,焦作,65B,非营运,1.43,7月16日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年12月1日,11.9,白色,北京,50B,非营运,2.48,9月16日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年12月1日,11.2,白色,台州,65B,非营运,2.31,8月6日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年12月1日,4.9,黑色,南京,65B,非营运,1.66,12月16日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年12月1日,12.5,黄色,自贡,65B,非营运,1.85,11月24日
日产,2012款 轩逸 1.8XL CVT豪华版,2013年11月1日,29.1,黑色,驻马店,50D,非营运,0.88,12月10日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年11月1日,9.7,白色,沧州,65D,非营运,1.29,10月17日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年11月1日,23.7,棕色,长沙,50B,非营运,1.12,9月30日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年11月1日,8.9,黄色,保定,65B,非营运,1.16,7月11日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年11月1日,12.3,棕色,北京,50B,非营运,2.25,7月14日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年10月1日,24.9,黄色,巴中,65D,非营运,1.04,8月29日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年10月1日,6.6,棕色,北京,65B,非营运,2.17,9月5日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2013年10月1日,17.5,黄色,唐山,65B,非营运,1.79,8月12日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年9月1日,14.9,灰色,北京,50B,非营运,1.84,11月19日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年9月1日,16.7,黄色,贵阳,65B,非营运,1.3,8月7日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年9月1日,12.9,黑色,北京,50B,非营运,1.17,10月17日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年9月1日,9.1,白色,北京,50D,非营运,2.25,6月30日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年9月1日,11.8,灰色,唐山,65D,非营运,0.82,6月30日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2013年8月1日,12.6,黄色,石家庄,65B,非营运,1.32,6月30日
日产,2012款 轩逸 1.8XL CVT豪华版,2013年8月1日,14.5,灰色,北京,50D,非营运,2.34,6月30日
日产,2012款 轩逸 经典 1.6XE 手动舒适版,2013年8月1日,11.8,灰色,长沙,65D,非营运,1.08,6月30日
日产,2012款 轩逸 经典 1.6XL 自动豪华版,2013年7月1日,7.9,黄色,信阳,65D,非营运,1.24,6月30日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年7月1日,26.4,黄色,湘潭,65D,非营运,1.36,6月30日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年2月1日,15.6,灰色,保定,50D,非营运,1.39,12月2日
日产,2012款 轩逸 经典 1.6XE 自动舒适版,2013年1月1日,8.4,黑色,杭州,65D,非营运,1.21,12月12日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年1月1日,25.0,灰色,北京,50D,非营运,1.4,11月30日
日产,2012款 轩逸 1.6XL CVT豪华版,2013年1月1日,18.0,灰色,北京,65B,非营运,2.16,8月21日
日产,2012款 轩逸 1.8XL CVT豪华版,2013年3月1日,9.5,黑色,长沙,65C,非营运,1.88,7月13日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年4月1日,25.6,白色,焦作,65D,非营运,1.27,8月14日
日产,2012款 轩逸 1.6XL 手动豪华版,2013年5月1日,7.9,红色,嘉兴,65D,非营运,1.5,12月19日
日产,2012款 轩逸 1.6XL 手动豪华版,2012年11月1日,21.0,黑色,成都,65D,非营运,0.27,10月9日
日产,2012款 轩逸 1.6XE CVT舒适版,2012年11月1日,23.2,黄色,长沙,50D,非营运,1.56,10月24日
日产,2012款 轩逸 1.6XL CVT豪华版,2012年10月1日,11.8,灰色,北京,65D,非营运,1.97,9月1日
日产,2012款 轩逸 1.6XL CVT豪华版,2012年8月1日,12.0,黑色,台州,65B,非营运,1.62,8月5日
日产,2009款 轩逸 1.6XE 手动舒适版,2012年7月1日,14.9,黑色,株洲,50B,非营运,0.7,8月6日
日产,2009款 轩逸 1.6XE 手动舒适版,2012年7月1日,11.8,黑色,嘉兴,50B,非营运,0.82,9月26日
日产,2009款 轩逸 2.0XL CVT豪华天窗版,2011年4月1日,10.0,白色,北京,65B,非营运,2.22,9月19日
日产,2009款 轩逸 2.0XL CVT科技天窗版,2010年12月1日,9.9,灰色,北京,50B,非营运,1.42,7月22日
日产,2009款 轩逸 2.0XL CVT科技天窗版,2010年11月1日,14.1,灰色,武汉,65B,非营运,1.43,8月6日
日产,2009款 轩逸 1.6XL 手动豪华天窗版,2010年10月1日,9.6,黑色,北京,65B,非营运,0.44,10月10日
日产,2009款 轩逸 1.6XL 自动豪华天窗版,2010年9月1日,5.4,紫色,北京,50D,非营运,1.54,12月5日
日产,2009款 轩逸 1.6XE 手动舒适版,2010年5月1日,20.2,黑色,济南,65B,非营运,0.69,9月10日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年11月1日,2.1,白色,北京,80B,非营运,4.78,9月4日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年10月1日,4.4,白色,绍兴,65B,非营运,3.44,9月18日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年8月1日,2.4,白色,驻马店,80B,非营运,4.35,8月4日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年6月1日,11.0,白色,广州,65C,非营运,3.51,9月1日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年6月1日,11.2,白色,广州,65B,非营运,3.52,8月15日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年6月1日,12.2,白色,广州,65B,非营运,3.54,8月14日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年1月1日,3.6,白色,南阳,80B,非营运,4.33,10月10日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2022年1月1日,3.8,白色,邵阳,80B,非营运,4.04,7月30日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年10月1日,2.3,白色,郑州,80B,非营运,4.24,9月17日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年9月1日,2.2,白色,内江,80B,非营运,4.0,9月12日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年9月1日,9.2,白色,佛山,65D,非营运,3.11,11月27日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年9月1日,18.6,白色,天津,65D,非营运,2.95,11月14日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年9月1日,14.3,白色,上海,65D,非营运,2.42,11月28日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年7月1日,2.8,白色,北京,50B,非营运,3.96,9月10日
别克,2021款 英朗 改款 典范 1.5L 自动进取型,2021年7月1日,11.7,白色,北京,65B,非营运,3.06,8月1日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年7月1日,5.5,白色,郑州,80B,非营运,3.94,8月12日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年6月1日,2.3,白色,郑州,80B,非营运,4.2,9月20日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年5月1日,3.8,灰色,郑州,80B,非营运,3.91,8月20日
别克,2021款 英朗 改款 1.3T 自动轻混动精英型 国VI,2021年5月1日,4.3,白色,保定,65B,非营运,4.0,11月24日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年4月1日,5.3,白色,烟台,65B,非营运,3.61,9月23日
别克,2021款 英朗 典范 1.5L 自动精英型 国VI,2021年4月1日,10.0,红色,佛山,65C,非营运,2.92,12月10日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年4月1日,25.0,白色,南昌,65D,非营运,2.45,7月10日
别克,2021款 英朗 1.3T 自动轻混动精英型,2021年2月1日,5.0,白色,台州,80B,非营运,2.75,8月30日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2021年1月1日,6.3,白色,济南,65D,非营运,3.29,9月14日
别克,2021款 英朗 改款 1.3T 自动轻混动精英型 国VI,2021年1月1日,5.3,白色,武汉,80D,非营运,3.1,11月18日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2020年12月1日,7.5,白色,北京,65B,非营运,3.61,11月9日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2020年12月1日,12.3,白色,北京,65B,非营运,3.2,11月14日
别克,2021款 英朗 1.3T 自动轻混动进取型,2020年11月1日,3.5,白色,成都,80B,非营运,2.93,10月14日
别克,2021款 英朗 1.3T 自动轻混动进取型,2020年11月1日,3.5,白色,成都,80B,非营运,2.95,10月13日
别克,2021款 英朗 改款 典范 1.5L 自动精英型 国VI,2020年10月1日,22.4,白色,北京,50D,非营运,2.38,9月17日
别克,2021款 英朗 典范 1.5L 自动精英型 国VI,2020年9月1日,11.9,白色,北京,65B,非营运,3.35,9月6日
别克,2021款 英朗 1.3T 自动轻混动精英型,2020年9月1日,4.0,灰色,武汉,65D,非营运,2.64,11月17日
别克,2019款 英朗 18T 自动互联精英型 国VI,2020年6月1日,3.9,白色,嘉兴,65B,非营运,3.03,10月2日
别克,2019款 英朗 18T 自动互联精英型 国VI,2020年4月1日,6.1,白色,宜宾,65B,非营运,2.72,8月18日
别克,2019款 英朗 15T 双离合互联精英型 国VI,2020年3月1日,2.3,白色,郑州,65B,非营运,2.6,9月20日
别克,2019款 英朗 18T 自动互联精英型 国VI,2020年1月1日,10.8,白色,郑州,65D,非营运,2.16,9月6日
别克,2019款 英朗 18T 自动互联精英型 国VI,2019年10月1日,3.5,黄色,杭州,65B,非营运,2.67,9月9日
别克,2019款 英朗 18T 自动互联精英型 国VI,2019年10月1日,6.4,白色,杭州,65B,非营运,2.67,7月29日
别克,2019款 英朗 15T 双离合进取型 国VI,2019年8月1日,6.8,白色,长沙,65D,非营运,1.44,10月30日
别克,2019款 英朗 18T 自动互联精英型 国VI,2019年8月1日,8.1,白色,南阳,65B,非营运,2.82,10月15日
别克,2019款 英朗 18T 自动互联精英型 国VI,2019年8月1日,4.4,白色,杭州,65B,非营运,2.72,8月12日
别克,2019款 英朗 18T 自动互联精英型 国VI,2019年7月1日,12.0,白色,扬州,65B,非营运,2.2,10月27日
别克,2018款 英朗 18T 自动旗舰型,2019年5月1日,15.1,白色,长沙,65B,非营运,2.22,7月10日
别克,2019款 英朗 15T 双离合互联精英型 国VI,2019年5月1日,4.2,白色,郑州,65B,非营运,2.6,9月8日
别克,2019款 英朗 18T 自动互联精英型 国V,2019年4月1日,4.2,白色,安阳,65B,非营运,2.63,11月1日
别克,2018款 英朗 15T 双离合进取型 国V,2019年3月1日,6.0,白色,郑州,65B,非营运,2.24,7月29日
别克,2018款 英朗 15T 双离合精英型 国V,2018年12月1日,9.7,白色,常德,65B,非营运,2.08,7月18日
别克,2018款 英朗 15T 手动精英型 国V,2018年12月1日,11.6,白色,金华,65B,非营运,1.37,11月27日
别克,2018款 英朗 15T 双离合精英型 国V,2018年12月1日,10.1,白色,西安,65B,非营运,2.17,12月23日
别克,2018款 英朗 15T 双离合精英型 国V,2018年11月1日,5.2,红色,绍兴,65D,非营运,1.54,6月30日
别克,2018款 英朗 15T 手动精英型 国V,2018年9月1日,5.9,白色,济宁,65B,非营运,1.75,6月30日
别克,2018款 英朗 15T 手动精英型 国V,2018年7月1日,9.6,白色,临沂,65B,非营运,1.52,6月30日
别克,2018款 英朗 15T 手动进取型 国V,2018年6月1日,4.1,白色,邯郸,65B,非营运,2.08,6月30日
别克,2018款 英朗 18T 自动精英型,2018年5月1日,18.0,白色,北京,50B,非营运,2.04,6月30日
别克,2018款 英朗 15T 双离合精英型 国V,2018年1月1日,7.3,白色,郑州,65B,非营运,2.15,6月30日
别克,2018款 英朗 18T 自动精英型,2017年12月1日,8.7,白色,郑州,50B,非营运,2.01,6月30日
别克,2018款 英朗 18T 自动精英型,2017年12月1日,5.5,白色,郑州,65B,非营运,2.18,7月22日
别克,2018款 英朗 18T 自动精英型,2017年12月1日,14.7,灰色,北京,35D,非营运,1.68,10月28日
别克,2018款 英朗 15T 双离合进取型 国V,2017年11月1日,10.1,黄色,武汉,65D,非营运,1.25,8月29日
别克,2017款 英朗 15N 自动精英型,2017年10月1日,9.5,白色,扬州,65B,非营运,1.82,9月11日
别克,2017款 英朗 15N 自动进取型,2017年9月1日,18.4,白色,济南,65C,非营运,1.8,10月12日
别克,2017款 英朗 15N 自动精英型,2017年9月1日,10.4,白色,延安,65B,非营运,2.25,12月12日
别克,2017款 英朗 15N 自动精英型,2017年9月1日,14.4,白色,嘉兴,65B,非营运,1.99,8月17日
别克,2017款 英朗 15N 自动豪华型,2017年9月1日,8.4,白色,临沂,65B,非营运,2.42,9月13日
别克,2017款 英朗 15N 自动进取型,2017年9月1日,14.7,棕色,长沙,65D,非营运,1.55,12月19日
别克,2017款 英朗 15N 自动精英型,2017年8月1日,8.1,红色,南昌,65D,非营运,1.5,7月24日
别克,2017款 英朗 15N 自动豪华型,2017年8月1日,11.1,白色,保定,50D,非营运,1.8,11月24日
别克,2017款 英朗 15N 自动精英型,2017年6月1日,9.2,白色,肇庆,65C,非营运,2.01,9月26日
别克,2017款 英朗 15N 自动精英型,2017年5月1日,22.6,白色,重庆,65B,非营运,1.93,8月15日
别克,2017款 英朗 15N 自动精英型,2017年5月1日,16.8,白色,厦门,65B,非营运,1.71,9月20日
别克,2017款 英朗 15N 手动精英型,2017年4月1日,14.0,白色,合肥,65D,非营运,1.26,12月11日
别克,2017款 英朗 15N 自动精英型,2017年4月1日,10.2,白色,郑州,50B,非营运,2.36,11月1日
别克,2017款 英朗 15N 自动精英型,2017年3月1日,13.7,棕色,烟台,65B,非营运,2.0,8月28日
别克,2017款 英朗 15N 自动精英型,2017年1月1日,13.0,棕色,南京,65B,非营运,1.88,9月10日
别克,2015款 英朗 15N 自动 豪华型,2017年1月1日,17.1,白色,佛山,65D,非营运,1.33,11月9日
别克,2017款 英朗 15N 自动精英型,2017年1月1日,15.3,白色,郑州,65B,非营运,2.39,10月10日
别克,2017款 英朗 15N 手动进取型,2017年1月1日,30.9,棕色,株洲,65D,非营运,1.02,7月17日
别克,2016款 英朗 15N 自动 精英型,2016年12月1日,14.0,白色,长沙,50B,非营运,1.38,7月17日
别克,2016款 英朗 15N 自动 精英型,2016年12月1日,8.4,白色,长沙,65B,非营运,1.91,7月30日
别克,2016款 英朗 15N 自动 精英型,2016年11月1日,8.7,黑色,邢台,65C,非营运,2.03,7月16日
别克,2015款 英朗 15N 手动 精英型,2016年11月1日,11.1,白色,佛山,65B,非营运,1.11,10月27日
别克,2016款 英朗 15N 自动 精英型,2016年11月1日,9.8,白色,南昌,65B,非营运,2.08,8月3日
别克,2016款 英朗 15N 自动 进取型,2016年10月1日,8.2,其他,郑州,65B,非营运,1.96,10月26日
别克,2016款 英朗 15N 自动 精英型,2016年10月1日,10.5,白色,宜宾,65B,非营运,1.82,6月30日
别克,2016款 英朗 15N 自动 精英型,2016年8月1日,6.0,棕色,武汉,65B,非营运,1.63,8月28日
别克,2016款 英朗 15N 自动 精英型,2016年8月1日,13.6,白色,南昌,65D,非营运,1.64,9月10日
别克,2016款 英朗 15N 自动 精英型,2016年7月1日,10.0,白色,郑州,65B,非营运,2.16,11月18日
别克,2016款 英朗 15N 自动 精英型,2016年6月1日,9.5,棕色,邢台,65B,非营运,2.17,11月19日
别克,2015款 英朗 15N 自动 豪华型,2016年6月1日,6.5,白色,郑州,65B,非营运,2.08,7月29日
别克,2016款 英朗 15N 自动 精英型,2016年6月1日,6.7,白色,武汉,65C,非营运,1.84,7月22日
别克,2016款 英朗 15N 自动 精英型,2016年4月1日,11.2,白色,南京,65B,非营运,2.04,9月23日
别克,2015款 英朗 18T 双离合 豪华型,2016年3月1日,9.0,棕色,北京,50B,非营运,2.25,11月9日
别克,2015款 英朗 15N 自动 进取型,2016年2月1日,12.0,黑色,长沙,50D,非营运,1.52,8月5日
别克,2015款 英朗 15N 自动 进取型,2016年2月1日,12.3,白色,佛山,65D,非营运,1.33,7月19日
别克,2015款 英朗 15N 手动 精英型,2016年1月1日,9.1,白色,嘉兴,65C,非营运,1.32,12月6日
别克,2015款 英朗 15N 手动 精英型,2016年1月1日,12.2,白色,济南,65B,非营运,1.47,12月5日
别克,2015款 英朗 15N 自动 进取型,2015年12月1日,14.5,白色,株洲,65B,非营运,1.56,6月30日
别克,2015款 英朗 15N 自动 精英型,2015年12月1日,12.6,白色,漯河,65B,非营运,1.43,8月18日
别克,2015款 英朗 15N 手动 精英型,2015年12月1日,10.5,棕色,天津,65B,非营运,1.75,11月20日
