vehicle,actual,predicted,low,high,in_range,grade,years,success,price_group,year_group
本田 飞度两厢 2023款 1.5L 自动 CVT潮跑Pro版,6.01,5.17,5.42,5.9,False,优,2.25,True,5-10万,0-3年
大众 桑塔纳 2015款 1.6 手动 舒适版,0.83,1.68,1.48,1.88,False,中,9.67,True,<1万,8-10年
WEY VV5 2017款 2.0T 自动 超豪型,3.1,3.19,2.88,3.49,True,中,6.92,True,3-5万,5-8年
斯柯达 柯迪亚克 2018款 2.0T 自动 TSI330 豪华优享版5座前驱 ,5.6,5.28,4.8,5.73,True,中,6.58,True,5-10万,5-8年
雪铁龙 C4L 2014款 1.8 手动 智驱版劲享型,0.88,0.95,0.84,1.24,True,优,10.75,True,<1万,>10年
长安 逸动 2014款 1.6 自动 尊贵型,0.42,0.52,0.37,0.77,True,优,10.83,True,<1万,>10年
荣威 荣威i5 2021款 1.5T 自动 GT DCT音速版,3.36,2.6,2.34,2.85,False,中,3.5,True,3-5万,3-5年
现代 途胜 2015款 1.6T 自动 智能型前驱,2.36,2.5,2.25,2.73,True,中,10.0,True,1-3万,8-10年
大众 POLO两厢 2019款 1.5 自动 Plus炫彩科技版,4.06,4.28,3.88,4.66,True,中,5.17,True,3-5万,5-8年
荣威 i6 2019款 1.6 自动 PLUS 4G互联旗舰大赞版,1.72,1.49,1.31,1.67,False,中,6.5,True,1-3万,5-8年
标致 508 2013款 2.0 手自一体 两周年纪念智享版,1.11,1.05,0.77,1.07,False,差,11.83,True,1-3万,>10年
雪铁龙 世嘉三厢 2016款 1.6 手动 经典品尚型,0.6,0.76,0.56,0.96,True,中,10.08,True,<1万,>10年
马自达 马自达CX-4 2021款 2.0 自动 蓝天活力版前驱,5.76,5.56,4.42,5.26,False,差,4.0,True,5-10万,3-5年
斯柯达 昕动 2016款 1.4 手动 前行版 改款,1.7,1.85,1.8,2.24,False,优,8.58,True,1-3万,8-10年
丰田 凯美瑞 2021款 2.5G 豪华版,12.12,10.84,11.33,12.2,True,优,3.0,True,10-20万,0-3年
三菱 欧蓝德 2018款 2.0 无级 两驱嘉乐版7座,3.52,4.13,3.25,3.9,True,差,8.0,True,3-5万,5-8年
本田 雅阁 2010款 2.0 自动 标准型EX,1.96,1.72,1.51,1.93,False,中,14.42,True,1-3万,>10年
别克 君威 2015款 1.6T 自动 领先技术型,1.86,1.79,1.57,2.01,True,中,10.33,True,1-3万,>10年
丰田 卡罗拉 2014款 1.6 自动 GL-i真皮版,3.31,3.12,2.82,3.41,True,中,9.42,True,3-5万,8-10年
大众 迈腾 2012款 1.8TSI 双离合 舒适版,2.05,2.48,2.24,2.72,False,中,11.75,True,1-3万,>10年
本田 第八代雅阁 2008款 2.0 自动 EX Navi 标准导航版,1.2,1.31,1.15,1.47,True,中,16.67,True,1-3万,>10年
荣威 RX5 2016款 1.5T 自动 20T互联网智享版前驱,2.66,1.88,1.65,2.11,False,中,8.0,True,1-3万,5-8年
奔驰 GLC级（进口） 2020款 2.0T 自动 GLC300轿跑SUV (进,21.31,18.94,17.63,20.22,False,中,4.33,True,>20万,3-5年
大众 速腾 2019款 1.4T 自动 280TSI舒适型 国VI,4.79,5.52,5.02,5.99,False,中,5.83,True,3-5万,5-8年
岚图汽车 梦想家 2024款 1.5T 自动 PHEV 超长续航尊贵版,20.06,22.15,20.62,23.67,False,中,0.92,True,>20万,0-3年
丰田 汉兰达 2015款 2.0T 自动 精英版5座前驱,6.8,7.77,8.13,8.8,False,优,9.92,True,5-10万,8-10年
凯迪拉克 ATS-L 2017款 2.0T 手自一体 28T 技术型,5.8,5.61,5.11,6.09,True,中,7.42,True,5-10万,5-8年
大众 CC 2010款 2.0TSI 双离合 豪华版,2.62,2.07,1.86,2.27,False,中,13.83,True,1-3万,>10年
大众 途观L 2018款 2.0T 自动 330TSI旗舰版前驱 国V 改款,6.59,6.98,6.38,7.56,True,中,6.92,True,5-10万,5-8年
大众 高尔夫7 2016款 1.6 手自一体 时尚型,3.58,3.53,3.19,3.85,True,中,8.67,True,3-5万,8-10年
大众 途观 2015款 1.8T 自动 豪华版前驱,3.87,3.82,3.46,4.17,True,中,9.5,True,3-5万,8-10年
大众 朗逸三厢 2017款 1.6 自动 风尚版,3.06,2.75,2.48,3.01,False,中,8.5,True,3-5万,8-10年
丰田 花冠 2013款 1.6 手动 卓越型,0.85,1.62,1.43,1.81,False,中,11.83,True,<1万,>10年
比亚迪 汉 2024款 1.5T 自动 DM-i 荣耀版 121KM 尊贵型,8.25,10.15,8.28,9.67,False,差,1.25,True,5-10万,0-3年
本田 缤智 2022款 1.5L CVT 自动 精英智享版,6.19,6.27,5.72,6.79,True,中,3.58,True,5-10万,3-5年
哈弗 哈弗H2 2016款 1.5T 手动 舒适型前驱,0.93,1.19,1.04,1.34,False,中,8.83,True,<1万,8-10年
奥迪 A4L 2015款 2.0T 自动 35TFSI标准型,4.18,5.2,4.73,5.66,False,中,10.0,True,3-5万,8-10年
吉利汽车 帝豪GL 2018款 1.4T 手动 精英智联型,2.0,1.72,1.51,1.93,False,中,7.17,True,1-3万,5-8年
哈弗 哈弗H6 2015款 1.5T 手动 运动版精英型前驱 改款,0.7,1.03,0.88,1.18,False,中,10.0,True,<1万,8-10年
比亚迪 秦PLUS 2024款 荣耀版 1.5L 自动 DM-i 55KM领先型,4.73,5.83,6.11,6.64,False,优,0.5,True,3-5万,0-3年
宝马 X1 2019款 1.5T 自动 18Li尊享型前驱,7.2,6.76,6.18,7.32,True,中,6.67,True,5-10万,5-8年
丰田 卡罗拉 2011款 1.6 自动 GL,2.01,1.59,1.2,1.58,False,差,12.58,True,1-3万,>10年
奥迪 A6L 2019款 2.0T 自动 45TFSI臻选动感型四驱,21.0,18.82,17.52,20.1,False,中,5.58,True,>20万,5-8年
大众 POLO两厢 2013款 1.4 自动 舒适版,1.57,1.46,1.28,1.64,True,中,11.92,True,1-3万,>10年
坦克 坦克300 2021款 越野版 2.0T自动 征服者,13.04,12.94,11.98,13.87,True,中,3.33,True,10-20万,3-5年
长安 CS35 2014款 1.6 手自一体 豪华型,0.41,0.62,0.34,0.74,True,差,11.25,True,<1万,>10年
三菱 欧蓝德 2018款 2.4 无级 四驱豪华版7座,4.65,4.73,3.74,4.46,False,差,7.25,True,3-5万,5-8年
别克 GL8 2014款 2.4 自动 经典版,1.75,3.98,3.12,3.75,False,差,9.0,True,1-3万,8-10年
日产 逍客 2019款 2.0 自动 豪华版,4.52,5.33,4.84,5.79,False,中,5.58,True,3-5万,5-8年
大众 速腾 2014款 1.6 自动 舒适型 改款,1.82,2.19,1.97,2.4,False,中,11.0,True,1-3万,>10年
沃尔沃 XC60（进口） 2014款 2.0T 自动 T5智雅版前驱 (进口),2.1,3.11,2.8,3.4,False,中,11.58,True,1-3万,>10年
东风风光 风光580 2016款 1.8 手动 舒适型,0.77,0.83,0.63,1.03,True,中,8.75,True,<1万,8-10年
起亚 K2-两厢 2012款 1.4 自动 GLS,0.72,0.89,0.69,1.09,True,中,12.75,True,<1万,>10年
大众 桑塔纳 2016款 1.6 手动 风尚版,1.8,2.11,2.14,2.48,False,优,7.67,True,1-3万,5-8年
长安 CS35 2015款 1.6 自动 豪华型 国IV,0.41,0.83,0.52,0.92,False,差,9.58,True,<1万,8-10年
腾势 腾势Z9GT 2024款 630四驱Pro版,21.9,22.44,23.42,25.08,False,优,0.75,True,>20万,0-3年
雪佛兰 迈锐宝 2014款 2.4 手自一体 SE 豪华版,1.86,1.52,1.34,1.7,False,中,10.0,True,1-3万,8-10年
本田 CR-V 2015款 2.0 自动 风尚版前驱,3.68,4.62,4.19,5.03,False,中,9.83,True,3-5万,8-10年
长安 CS35 2014款 1.6 手动 豪华型,0.55,0.66,0.46,0.86,True,中,11.83,True,<1万,>10年
福特 蒙迪欧 2013款 2.3 自动 致胜时尚型,0.54,1.61,1.42,1.8,False,中,12.08,True,<1万,>10年
日产 骐达 2011款 1.6 无级 XE 舒适型,1.8,1.91,1.68,2.14,True,中,10.75,True,1-3万,>10年
别克 君威 2019款 1.5T 自动 20T精英型 国VI,5.74,4.77,4.33,5.19,False,中,5.83,True,5-10万,5-8年
广汽传祺 传祺GS4 2016款 1.5T 自动 235T精英版,1.92,1.74,1.31,1.73,False,差,8.42,True,1-3万,8-10年
起亚 K2三厢 2015款 1.4 自动 GLS,1.41,1.5,1.32,1.68,True,中,9.33,True,1-3万,8-10年
大众 桑塔纳 2013款 1.6 手动 舒适版,0.95,1.11,0.96,1.26,False,中,12.0,True,<1万,>10年
大众 速腾 2012款 1.4T 自动 豪华型,1.3,1.65,1.45,1.85,False,中,12.42,True,1-3万,>10年
丰田 威驰FS 2017款 1.5 自动 锋驰版,2.75,2.44,2.2,2.67,False,中,8.42,True,1-3万,8-10年
大众 迈腾 2012款 2.0T 自动 至尊型,1.9,2.36,1.83,2.26,True,差,12.75,True,1-3万,>10年
比亚迪 秦Pro新能源 2018款 1.5T 自动 DM智联锐耀型 混动,2.4,1.95,1.72,2.18,False,中,6.58,True,1-3万,5-8年
本田 缤智 2020款 1.5 自动 先锋版,5.64,5.6,5.87,6.38,False,优,4.83,True,5-10万,3-5年
大众 桑塔纳 2013款 1.4 手动 风尚版,0.82,1.02,0.87,1.17,False,中,10.67,True,<1万,>10年
别克 昂科威Plus 2018款 1.5T 自动 20T豪华型前驱,5.81,4.92,4.47,5.35,False,中,6.58,True,5-10万,5-8年
广汽传祺 传祺GS4 2015款 1.3T 手动 200T豪华版,1.54,1.53,1.35,1.71,True,中,9.58,True,1-3万,8-10年
雪佛兰 赛欧三厢 2013款 1.4 手动 优逸版,0.4,0.33,0.16,0.56,True,优,12.0,True,<1万,>10年
标致 508 2011款 2.3 自动 旗舰版,1.21,1.08,0.93,1.23,True,中,12.58,True,1-3万,>10年
本田 CR-V 2019款 1.5T 自动 240TURBO风尚版前驱 国V,7.74,7.51,6.87,8.12,True,中,6.75,True,5-10万,5-8年
三菱 欧蓝德 2016款 2.4 无级 四驱豪华版7座,5.15,4.47,4.06,4.87,False,中,8.58,True,5-10万,8-10年
本田 凌派 2016款 1.8 自动 豪华版,2.78,2.91,2.62,3.18,True,中,9.08,True,1-3万,8-10年
别克 凯越 2015款 1.5 手动 尊享型,0.69,0.81,0.61,1.01,True,中,9.75,True,<1万,8-10年
日产 骐达 2011款 1.6 无级 XE 舒适型,2.18,1.87,1.65,2.09,False,中,10.33,True,1-3万,>10年
本田 CR-V 2012款 2.4 自动 VTi豪华型四驱,4.14,3.57,3.22,3.89,False,中,12.83,True,3-5万,>10年
宝骏 310 2016款 1.2 手动 舒适型,0.99,0.79,0.67,1.07,True,优,7.08,True,<1万,5-8年
现代 ix35 2023款 沐飒 2.0L 自动 尊贵版LUX,8.09,5.97,6.26,6.8,False,优,1.25,True,5-10万,0-3年
丰田 凯美瑞 2011款 2.0 自动 200E 精英天窗版,2.98,2.02,1.82,2.22,False,中,14.0,True,1-3万,>10年
斯柯达 Yeti 2014款 1.4TSI 双离合 极地版,2.01,2.13,1.92,2.34,True,中,10.67,True,1-3万,>10年
本田 CR-V 2015款 2.4 自动 豪华版四驱,6.86,5.85,6.12,6.66,False,优,9.42,True,5-10万,8-10年
大众 速腾 2009款 1.6 手自一体 时尚真皮版,0.48,0.61,0.41,0.81,True,中,15.58,True,<1万,>10年
马自达 CX-5 2015款 2.0 手自一体 两驱都市型,4.87,4.26,3.86,4.64,False,中,7.42,True,3-5万,5-8年
长城 C30 2013款 1.5 手动 舒适版,0.35,0.34,0.14,0.54,True,中,12.0,True,<1万,>10年
本田 雅阁 2018款 1.5T 自动 260TURBO豪华版,7.14,7.28,5.86,6.91,False,差,6.75,True,5-10万,5-8年
大众 迈腾 2013款 1.8T 自动 豪华型,3.37,3.18,2.87,3.48,True,中,11.17,True,3-5万,>10年
江汽集团 瑞风 2012款 1.9T 手动 穿梭舒适型HFC4DB1-2C 柴油,0.68,0.72,0.52,0.92,True,中,12.0,True,<1万,>10年
丰田 雷凌 2022款 双擎 1.8H E-CVT 领先版,6.62,5.62,5.89,6.41,False,优,2.25,True,5-10万,0-3年
别克 GL6 2021款 1.3T 自动 323T 轻混动互联豪华型,6.02,4.59,4.82,5.25,False,优,3.25,True,5-10万,3-5年
本田 思域 2019款 1.5T 自动 220TURBO劲动版 国V,5.61,5.73,5.22,6.22,True,中,6.0,True,5-10万,5-8年
雪佛兰 科鲁兹三厢 2013款 1.6 自动 SE,0.73,0.8,0.6,1.0,True,中,10.25,True,<1万,>10年
别克 英朗 2021款 1.5 手自一体 典范精英型(改款),3.46,3.46,3.13,3.78,True,中,4.33,True,3-5万,3-5年
丰田 卡罗拉 2016款 1.8 自动 先锋版双擎 混动,2.78,3.45,3.12,3.77,False,中,9.67,True,1-3万,8-10年
丰田 卡罗拉 2014款 1.6 自动 GL,3.2,3.3,2.98,3.61,True,中,8.75,True,3-5万,8-10年
本田 CR-V 新能源 2021款 锐·混动e+ 2.0L 睿智版,10.8,12.61,11.67,13.52,False,中,2.5,True,10-20万,0-3年
大众 途观 2015款 1.8TSI 手自一体 两驱豪华版,2.91,3.19,2.88,3.48,True,中,10.5,True,1-3万,>10年
宝马 X1 2015款 2.0T 自动 18i时尚晋级版后驱,3.96,4.65,4.22,5.06,False,中,9.42,True,3-5万,8-10年
宝马 X1 2015款 2.0T 自动 18i时尚晋级版后驱,4.1,3.92,3.55,4.28,True,中,9.83,True,3-5万,8-10年
大众 速腾 2014款 1.6 手自一体 舒适型,1.5,1.9,1.43,1.89,True,差,11.0,True,1-3万,>10年
本田 雅阁 2016款 2.0 自动 豪华版,3.6,5.17,4.1,4.89,False,差,9.17,True,3-5万,8-10年
别克 君威 2011款 2.0 自动 舒适型,0.45,0.62,0.48,0.88,False,优,14.17,True,<1万,>10年
大众 迈腾 2012款 1.8TSI 双离合 豪华版,2.55,2.15,1.93,2.36,False,中,12.75,True,1-3万,>10年
大众 途观 2010款 1.8T 自动 都会版前驱,1.4,1.3,1.26,1.58,True,优,14.33,True,1-3万,>10年
大众 高尔夫7 2015款 1.4TSI 双离合 舒适型,3.06,3.19,2.88,3.48,True,中,11.17,True,3-5万,>10年
别克 GL6 2021款 1.3T 自动 323T 轻混动互联豪华型,6.27,5.0,5.24,5.71,False,优,2.33,True,5-10万,0-3年
大众 速腾 2019款 1.4T 自动 280TSI舒适型 国VI,5.65,5.51,5.02,5.99,True,中,5.42,True,5-10万,5-8年
大众 朗逸 2013款 1.6 手自一体 舒适版,1.01,1.24,0.94,1.24,True,差,12.5,True,1-3万,>10年
启辰 T70 2016款 1.6 手动 睿行版,1.46,1.67,1.47,1.87,False,中,7.92,True,1-3万,5-8年
大众 速腾 2015款 1.6 自动 舒适型,3.12,3.07,3.23,3.53,False,优,9.25,True,3-5万,8-10年
宝马 X1 2016款 1.5T 自动 18Li豪华型前驱,6.32,5.01,4.55,5.44,False,中,8.83,True,5-10万,8-10年
大众 宝来三厢 2013款 1.6 自动 时尚型,1.5,1.39,1.22,1.56,True,中,12.0,True,1-3万,>10年
奥迪 A6L 2014款 2.0T 自动 TFSI标准型,5.69,6.66,5.33,6.31,True,差,10.75,True,5-10万,>10年
本田 思域 2016款 1.0T 自动 180TURBO舒适版,3.71,5.05,4.59,5.5,False,中,6.75,True,3-5万,5-8年
日产 奇骏 2014款 2.5 自动 XL豪华版四驱,3.75,3.89,3.06,3.67,False,差,9.67,True,3-5万,8-10年
起亚 K5 2012款 2.0 手自一体 DLX,2.33,1.85,1.63,2.07,False,中,11.08,True,1-3万,>10年
丰田 威驰 2014款 1.5 手动 智臻版,1.45,1.85,1.63,2.07,False,中,9.75,True,1-3万,8-10年
日产 逍客 2008款 2.0 无级 20X 雷 两驱,0.7,0.79,0.49,0.89,True,差,16.67,True,<1万,>10年
奥迪 A4L 2018款 2.0T 自动 30周年年型40TFSI时尚型,11.66,9.3,9.72,10.49,False,优,6.67,True,10-20万,5-8年
大众 探歌 2018款 1.4TSI 双离合 280TSI 两驱舒适型,4.1,4.96,4.5,5.39,False,中,6.92,True,3-5万,5-8年
别克 凯越 2008款 1.6 自动 LE舒适型,0.25,0.34,0.17,0.57,True,优,15.75,True,<1万,>10年
起亚 K5凯酷 2012款 2.0 自动 GLS,1.5,1.66,1.46,1.86,True,中,12.75,True,1-3万,>10年
猎豹汽车 CS10 2015款 2.0T 手动 卓越版,0.4,0.61,0.33,0.73,True,差,9.08,True,<1万,8-10年
丰田 花冠 2004款 1.8 自动 GL-I,0.38,0.59,0.45,0.85,False,优,19.0,True,<1万,>10年
宝马 5系 2018款 2.0T 自动 528Li上市特别版,9.78,11.97,9.84,11.43,False,差,7.83,True,5-10万,5-8年
大众 速腾 2015款 1.6 手自一体 时尚型,3.63,3.1,2.8,3.39,False,中,9.0,True,3-5万,8-10年
别克 威朗三厢 2015款 1.5T 自动 20T精英型,2.28,2.0,1.95,2.43,True,优,9.5,True,1-3万,8-10年
雪铁龙 世嘉-三厢 2013款 1.6 手动 品尚型,0.5,0.62,0.42,0.82,True,中,11.75,True,<1万,>10年
丰田 RAV4荣放 2009款 2.0L 自动 豪华版,2.01,1.72,1.51,1.93,False,中,16.08,True,1-3万,>10年
风行 景逸X3 2016款 1.5 手动 舒适型,0.47,0.55,0.35,0.75,True,中,8.83,True,<1万,8-10年
大众 捷达 2010款 1.6 手动 CIF伙伴,0.44,0.69,0.56,0.96,False,优,12.25,True,<1万,>10年
日产 骐达 2016款 1.6 自动 智行版,2.62,3.07,2.39,2.88,True,差,8.75,True,1-3万,8-10年
别克 君越 2013款 2.0T 自动 智享旗舰型,2.65,2.15,1.66,2.05,False,差,10.92,True,1-3万,>10年
雪佛兰 科鲁兹三厢 2017款 1.5 自动 先锋天窗版,1.91,1.82,1.6,2.04,True,中,8.33,True,1-3万,8-10年
五菱 宏光 2010款 1.4 手动 6431M 标准型 7座,0.5,0.42,0.22,0.62,True,中,11.92,True,<1万,>10年
大众 探歌 2019款 1.4TSI 双离合 280TSI 两驱舒适型,5.91,5.26,4.78,5.71,False,中,5.5,True,5-10万,5-8年
马自达 马自达6 2014款 2.0 手自一体 经典型,2.53,1.82,1.6,2.04,False,中,9.17,True,1-3万,8-10年
东南 DX3 2018款 1.5 手动 尊贵型,1.45,1.14,0.99,1.29,False,中,7.75,True,1-3万,5-8年
雪佛兰 赛欧3 2015款 1.3 手动 理想版,0.49,0.52,0.32,0.72,True,中,10.83,True,<1万,>10年
标致 308 2013款 1.6 自动 优尚型,0.5,0.52,0.32,0.72,True,中,11.17,True,<1万,>10年
大众 朗逸三厢 2011款 1.6 自动 品悠版,1.17,0.86,0.66,1.06,False,中,12.67,True,1-3万,>10年
日产 轩逸经典 2012款 1.6 手动 XE 舒适版,1.16,1.21,1.06,1.36,True,中,11.0,True,1-3万,>10年
长安 CS35 2017款 1.6 手动 豪华型,1.26,1.76,1.55,1.97,False,中,7.58,True,1-3万,5-8年
大众 朗逸三厢 2019款 1.4T 自动 280TSI舒适版 国VI,5.7,4.52,4.74,5.17,False,优,5.17,True,5-10万,5-8年
大众 迈腾 2011款 1.8T 自动 豪华型,0.62,0.9,0.7,1.1,False,中,15.0,True,<1万,>10年
福特 嘉年华-三厢 2011款 1.5 手自一体 时尚型锋潮,0.55,0.62,0.42,0.82,True,中,14.42,True,<1万,>10年
本田 艾力绅 2019款 2.0 自动 豪华版 混动,16.63,15.14,14.05,16.18,False,中,4.5,True,10-20万,3-5年
五菱汽车 宏光S3 2018款 1.5T 手动 豪华型,2.26,1.78,1.57,1.99,False,中,7.67,True,1-3万,5-8年
大众 朗逸 2015款 1.6 手自一体 舒适版,1.6,2.56,1.99,2.46,False,差,9.0,True,1-3万,8-10年
大众 宝来 2019款 1.5 手自一体 改款时尚型,3.0,3.63,3.28,3.97,False,中,5.83,True,1-3万,5-8年
长安 CS35 2016款 1.6 手动 豪华型 国V,0.47,0.95,0.63,1.03,False,差,8.83,True,<1万,8-10年
别克 GL8 2023款 陆上公务舱 2.0T 自动 舒适型,11.85,17.68,18.43,19.73,False,优,2.17,True,10-20万,0-3年
沃尔沃 XC60 2019款 2.0T 手自一体 T5 四驱智逸版,8.75,9.41,9.84,10.62,False,优,7.33,True,5-10万,5-8年
日产 逍客 2011款 2.0 自动 XL火前驱,0.95,1.34,1.18,1.5,False,中,14.0,True,<1万,>10年
大众 宝来 2008款 1.6 手自一体 舒适版,0.3,0.48,0.22,0.62,True,差,15.92,True,<1万,>10年
宝马 3系 2021款 2.0T 自动 改款 325Li M运动曜夜套装,16.39,14.73,13.67,15.75,False,中,4.5,True,10-20万,3-5年
大众 朗逸 2010款 1.4TSI 双离合 运动版,0.47,0.62,0.34,0.74,True,差,14.83,True,<1万,>10年
别克 凯越 2013款 1.5 自动 经典型,0.6,0.75,0.55,0.95,True,中,11.08,True,<1万,>10年
别克 凯越 2013款 1.5 手自一体 经典版,0.47,0.53,0.26,0.66,True,差,12.33,True,<1万,>10年
宝骏 730 2016款 1.5 手动 舒适型7座,1.3,1.16,1.01,1.31,True,中,9.08,True,1-3万,8-10年
奥迪 A4L 2015款 2.0T 自动 35TFSI舒适型,4.96,4.99,4.53,5.43,True,中,10.67,True,3-5万,>10年
大众 POLO两厢 2019款 1.5 自动 PlusBeats潮酷版,4.01,4.25,3.85,4.63,True,中,6.25,True,3-5万,5-8年
日产 轩逸 2021款 1.6 自动 XE经典舒适版,2.71,4.77,4.33,5.19,False,中,3.92,True,1-3万,3-5年
福特 经典福克斯-两厢 2012款 1.8 手自一体 时尚型,0.41,0.5,0.24,0.64,True,差,13.67,True,<1万,>10年
别克 君威 2014款 1.6T 手自一体 时尚技术型,0.65,1.41,1.24,1.58,False,中,10.92,True,<1万,>10年
现代 悦纳RV 2017款 1.4L 自动 炫酷版GLS 国V,2.3,1.81,1.59,2.03,False,中,7.67,True,1-3万,5-8年
腾势 腾势D9 2022款 1.5T 自动 DM-i 970 四驱旗舰型,20.78,20.33,18.93,21.71,True,中,2.33,True,>20万,0-3年
东风风神 风神A60 2014款 1.6 自动 豪华型,0.77,0.63,0.43,0.83,True,中,10.58,True,<1万,>10年
大众 帕萨特 2011款 1.8T 自动 DSG尊荣版,1.69,1.72,1.51,1.93,True,中,12.75,True,1-3万,>10年
别克 GL6 2021款 1.3T 自动 323T 轻混动互联豪华型,5.25,4.54,4.12,4.95,False,中,3.0,True,5-10万,0-3年
广汽传祺 传祺GS4 2017款 1.5T 自动 235T豪华版DCT前驱,1.56,2.23,1.73,2.13,False,差,7.92,True,1-3万,5-8年
宝骏 510 2019款 1.5 手动 乐享型,2.0,2.15,1.93,2.36,True,中,4.83,True,1-3万,3-5年
江淮 瑞风S3 2014款 1.5 手动 豪华智能型,0.55,0.65,0.45,0.85,True,中,9.92,True,<1万,8-10年
标致 408 2015款 1.2THP 手自一体 豪华版,1.07,1.25,1.1,1.4,False,中,9.67,True,1-3万,8-10年
WEY VV5 2021款 1.5T 自动 颜先锋前驱,4.25,3.86,3.5,4.21,False,中,4.92,True,3-5万,3-5年
日产 骊威 2010款 1.6 自动 劲悦版全能型,0.8,0.9,0.59,0.99,True,差,12.58,True,<1万,>10年
标致 308 2014款 1.6 手动 乐享版优尚型,0.98,0.76,0.56,0.96,False,中,10.83,True,<1万,>10年
大众 途观 2016款 1.8T 自动 300TSI豪华版前驱,4.53,4.33,4.54,4.96,False,优,8.08,True,3-5万,8-10年
比亚迪 宋PLUS新能源 2023款 冠军版 EV 605KM 旗舰PLUS,10.52,7.63,6.98,8.24,False,中,1.75,True,10-20万,0-3年
欧拉 黑猫 2022款 301km 基础型 三元锂,2.9,2.61,2.35,2.86,False,中,3.58,True,1-3万,3-5年
本田 雅阁 2014款 2.0 自动 豪华版EX,4.4,3.99,3.62,4.35,False,中,11.08,True,3-5万,>10年
大众 朗行 2017款 1.4T 自动 230TSI舒适版,3.66,3.27,3.43,3.75,True,优,7.25,True,3-5万,5-8年
大众 朗逸 2011款 1.4TSI 双离合 品雅版,0.78,0.78,0.58,0.98,True,中,14.58,True,<1万,>10年
福特 福克斯-两厢 2012款 1.6 双离合 风尚型,0.9,1.34,1.18,1.5,False,中,10.33,True,<1万,>10年
哈弗 哈弗H6 2015款 1.5T 手动 升级版精英型前驱,0.56,0.94,0.83,1.23,False,优,10.5,True,<1万,>10年
别克 英朗XT 2013款 1.6 手自一体 时尚版,0.55,0.69,0.49,0.89,True,中,11.92,True,<1万,>10年
本田 凌派 2013款 1.8 自动 豪华版,2.0,2.08,1.87,2.28,True,中,11.42,True,1-3万,>10年
日产 轩逸 2016款 1.6 自动 XL豪华版,1.7,2.56,1.99,2.46,False,差,8.92,True,1-3万,8-10年
比亚迪 秦PLUS 2023款 冠军版 EV 510KM超越型,6.85,4.94,4.49,5.37,False,中,1.5,True,5-10万,0-3年
别克 英朗三厢 2016款 1.5 自动 15N精英型,1.61,1.71,1.5,1.92,True,中,8.75,True,1-3万,8-10年
日产 天籁 2021款 2.0 自动 XL 舒适版,7.87,7.15,6.54,7.74,False,中,4.08,True,5-10万,3-5年
起亚 K4 2015款 1.8 自动 GLS Special,2.85,2.42,2.45,2.83,False,优,9.25,True,1-3万,8-10年
现代 途胜 2015款 1.6T 双离合 GLS 两驱智能型,2.95,3.2,2.89,3.49,True,中,9.25,True,1-3万,8-10年
雪铁龙 C5 2010款 2.3 自动 尊贵型,0.6,0.69,0.49,0.89,True,中,14.67,True,<1万,>10年
福特 福克斯-两厢 2012款 1.6 双离合 风尚型,0.82,0.74,0.54,0.94,True,中,12.42,True,<1万,>10年
斯柯达 Yeti 2014款 1.4TSI 自动 DSG极地版,1.93,2.25,2.27,2.63,False,优,10.75,True,1-3万,>10年
奇瑞 艾瑞泽5 2016款 1.5 手动 领潮版,0.92,0.83,0.63,1.03,True,中,8.75,True,<1万,8-10年
大众 帕萨特 2015款 1.8TSI 自动 DSG御尊版,2.78,3.74,3.38,4.08,False,中,9.5,True,1-3万,8-10年
丰田 凯美瑞 2015款 2.0 自动 E精英版,4.84,4.87,4.43,5.3,True,中,9.67,True,3-5万,8-10年
Jeep 指南者 2017款 1.4T 自动 200T家享版前驱,2.71,2.79,2.52,3.06,True,中,7.33,True,1-3万,5-8年
斯柯达 昕锐 2015款 1.6 手动 智选版,0.61,1.14,0.99,1.29,False,中,10.58,True,<1万,>10年
腾势 腾势D9 2024款 1.5T 自动 DM-i 980 四驱旗舰型,28.03,22.88,23.88,25.57,False,优,1.0,True,>20万,0-3年
别克 英朗三厢 2017款 1.5 自动 15N精英型,1.85,1.97,1.48,1.96,True,差,7.58,True,1-3万,5-8年
腾势 腾势Z9GT 2024款 1100四驱Ultra版,24.0,22.27,23.24,24.88,True,优,1.17,True,>20万,0-3年
日产 轩逸 2012款 1.6 手动 XL 豪华版,0.55,1.27,1.12,1.42,False,中,11.75,True,<1万,>10年
东南 DX3 2018款 1.5T 自动 尊贵型,1.54,1.51,1.33,1.69,True,中,6.67,True,1-3万,5-8年
英菲尼迪 Q50L 2018款 2.0T 自动 逸享版 国VI,9.01,7.36,6.73,7.96,False,中,4.25,True,5-10万,3-5年
福特 福克斯-三厢 2012款 1.6 双离合 舒适型,0.66,0.85,0.65,1.05,True,中,12.5,True,<1万,>10年
别克 君越 2019款 2.0T 手自一体 28T 豪华型,6.0,7.13,6.52,7.71,False,中,5.67,True,5-10万,5-8年
大众 POLO 2014款 1.4 手动 风尚版,1.42,1.46,1.28,1.64,True,中,9.33,True,1-3万,8-10年
大众 途安 2018款 途安L 1.4T 自动 280TSI DSG舒适版 7座,5.9,5.57,5.07,6.04,True,中,5.42,True,5-10万,5-8年
比亚迪 秦新能源 2018款 1.5T 自动 智联精英型,0.76,2.02,2.05,2.37,False,优,6.92,True,<1万,5-8年
